input_1	Gold	Pred	Gold_Label	Predicted_Label
Recently, I've had to file for disability due to my MS. It's been very tough, but my father has been giving me $500 a month to help stay afloat. He really is helping me a lot.	17	17	grateful	grateful
My father passed away when I was 33 years old.	10	10	devastated	devastated
I was digging through my old stuff yesterday, and I found my old security blanket.	28	24	sentimental	nostalgic
thats great	33	33	acknowledging	acknowledging
I recently had fun with a friend I had not seen in a while. I want to see him again at some point in the future and I think I will.	19	14	hopeful	excited
I am prepared to help my family financially whenever they need it	25	17	prepared	grateful
Someone ran into my car while I was grocery shopping. I came out to a huge dent in my car, I was so mad.	16	16	furious	furious
I feel great these days. With my new album coming out, I feel as powerful as ever.	8	8	confident	confident
When my Uncle Jebodiah told me that he had a strong brew that could cure my herpes, I didn't think twice about gulping the whole thing. I know my Uncle Jeb wouldn't do me wrong like that.	31	5	trusting	apprehensive
i understand that.	32	32	agreeing	agreeing
Once my husband surprised me on my anniversary with a really pretty necklace and a trip to a Bed and Breakfast.   I was so suprised b/c he usually only takes me to dinner for our anniversary.	29	29	surprised	surprised
Usually I don't feel very well because of health problems. Not sure why and don't really care why but this morning I just feel good.	9	9	content	content
good luck!	39	39	Wishing	Wishing
A friend of mine recently bought a new Corvette. It makes me so jealous!	21	21	jealous	jealous
aw hopefully you never lose that picture!	35	34	consoling	encouraging
I found out that I was one of the top performers in the Mid-South district for my job!  I knew I could do it!	8	26	confident	proud
that is really cool i hope you get the job	33	34	acknowledging	encouraging
I admire my boss because he does not act like a boss. He acts more like a friend and he is so down to earth.	20	31	impressed	trusting
yea me too it sucks	32	32	agreeing	agreeing
I want to buy a new vehicle but am worried to take the plunge.	5	5	apprehensive	apprehensive
I found a cat in my attic! I don't own any cats and don't know how it got there.	29	29	surprised	surprised
Seeing a cat on the side of the road.	22	12	joyful	disgusted
i hope you can find comfort during this difficult time.	35	35	consoling	consoling
i hope you're together soon!	35	35	consoling	consoling
I think have faith in someone is important in life. I have that with my husband without a doubt.	31	31	trusting	trusting
I'm going to my home country next tuesday	3	14	anticipating	excited
I was just thinking back to the Christmases we used to have at home when I was a youngster. They were such fun, from decorating the tree to a delicious lunch on the big day with family.	28	24	sentimental	nostalgic
it's a tough trip to make, but hopefully you'll be able to soon.	35	35	consoling	consoling
I was thinking about buying new wheels for my skateboard the other day. I think I'll just keep the ones I have for now though.	9	5	content	apprehensive
Last night I met a beautiful girl at the bar. One thing let to another and we ending up spending the night together.	18	19	guilty	hopeful
My husband and I both work for ourselves, so as the end of the month approaches, we can sometimes feel a little worried about bringing in the funds we need.	4	4	anxious	anxious
When I stole from a store I felt bad	18	18	guilty	guilty
We have a fun weekend planned. I'm happy the kids get to go to the water park this weekend. It's their favorite.	14	22	excited	joyful
i've had it happen to me once before.	40	40	neutral	neutral
I feel very self assured after challenging my comfort zone	8	8	confident	confident
I am about to take a cross country flight. I always get mildly nervous when flying.	4	4	anxious	anxious
I felt very nasty knowing that people are taken advantage of by fake religious groups	12	12	disgusted	disgusted
My partner surprised me with a trip to Hawaii this year! I could not be more elated.	14	22	excited	joyful
I saw a dog get hit by a car today, it was a very emotional day.	28	27	sentimental	sad
My little grandson was admitted to the hospital a few days ago. He is still having testing and it's so hard to wait around to get the test results back to find out what is wrong.	4	4	anxious	anxious
I am impressed by leaders who know it's best to surround themselves with people who are smarter/better/more experienced than themselves in some areas.	20	20	impressed	impressed
I have never been more shocked the night my fiance proposed to me. We were at a concert and during a special song he got down on one knee and asked me to marry him. Of course, I said yes!	29	29	surprised	surprised
Summer classes are over!	9	22	content	joyful
My 25th high school reunion is coming up and I'm excited.	8	14	confident	excited
I recently got an unsolicited raise at work.	17	29	grateful	surprised
i hope you have a person or an animal to snuggle up to to help you feel better.	35	35	consoling	consoling
I once walked out in my underwear not knowing I did not have pants on!	13	13	embarrassed	embarrassed
I lost the book that my friend let me borrow. I feel so embarrassed.	6	18	ashamed	guilty
I have food on my table, a roof over my head and clothes to wear.	17	9	grateful	content
I spent Saturday night playing Lord of the Rings Online.	23	14	lonely	excited
It can get really rough when you have a problem and just need to vent. It's even more hard when you realize you don't really have anyone to talk with.	23	23	lonely	lonely
I bought a 20 foot boat. I believe it will be able to handle the large lake that I will be taking it on.	31	8	trusting	confident
maybe, but i think the best we can hope for is tolerance.	37	37	suggesting	suggesting
I had just watched the notebook. The main character ended up forgetting everything about his life. He died at the end	27	27	sad	sad
what kind of candy was it?	38	38	questioning	questioning
how did it go?	38	38	questioning	questioning
I have an amazing husband who is always there for me no matter what.  He makes me feel so loved and I can't imagine life without him.	9	15	content	faithful
i hope you will be able to reschedule it, although i know that wouldn't make up for the frustration.	35	35	consoling	consoling
I was very upset one day when my daughter came off of the bus and was crying. A older boy intentionally tripped her when she was getting off the bus, and she got hurt!	1	16	angry	furious
I lost a good job a few years back. As a consequence my kids and I also lost our home of 11 years.	10	10	devastated	devastated
