input	Gold	Pred	Gold_Label	Predicted_Label
My cell phone played a video out loud, which I had never watched, and it had profanity. This happene	13	16	embarrassed	furious
did you end up ordering some once you both remembered?	38	38	questioning	questioning
I have a vacation condo in Florida at the beach reserved in a few weeks. It is right on the beach, w	3	14	anticipating	excited
i understand those kind of situation could scarry.	32	33	agreeing	acknowledging
Rolling down a huge downhill street with no brakes was fun but nervewracking	5	30	apprehensive	terrified
wow, one day i hope to have enough money for a car like that, that's awesome	34	33	encouraging	acknowledging
Hearing JFK's we will go to the moon speech.	26	4	proud	anxious
she sat with them instead of me in champagne room	21	21	jealous	jealous
I'm from Scotland originally and had to apply to become a US citizen. To do that, you have to pass a	5	40	apprehensive	neutral
maybe you could try to better that?	37	37	suggesting	suggesting
i hope he doesnt do it again.	35	35	consoling	consoling
I saw a huge cockroach outside my house today. We live in Texas so they are common but still gross!	12	12	disgusted	disgusted
I just drove from Northern California to Florida. I knew I could do it without a problem, and I was	8	25	confident	prepared
Recently, my wife has lost a lot of loved ones. I have had to hold her in my arms several nights in	7	7	caring	caring
I found a box of jewelry my grandparents had given me as gift over the years. It really made me thin	28	28	sentimental	sentimental
hah.. at least you had fun it sounds like	33	33	acknowledging	acknowledging
Playing hide and seek and I ended up in the bathroom	13	13	embarrassed	embarrassed
I am expecting my first child. It is going to be a boy! We are preparing the nursery and getting eve	22	3	joyful	anticipating
that must have been exciting to see her after so long.	33	33	acknowledging	acknowledging
I spent 20 dollars on a piece of cheese cake, I thought it would blow my mind but it was dry and bar	11	11	disappointed	disappointed
High risk pregnancy	15	0	faithful	afraid
I am so grateful to my family	17	17	grateful	grateful
An older woman in a class I took in college stole my ideas for a paper and presented them as her own	16	16	furious	furious
Recently my husband and I were traveling home from visiting his family when all of a sudden this car	0	29	afraid	surprised
i know how you feel!	32	32	agreeing	agreeing
I am excited that some family is coming in to town	14	14	excited	excited
I was terrified to see a rattlesnake on the ground the other day. I almost stepped on it as well	0	30	afraid	terrified
I have a job interview tomorrow and I can not wait!	19	3	hopeful	anticipating
My mother lives in the same neighborhood as I do and I am so happy she lives close. My father passed	17	17	grateful	grateful
I recently found out that the girl of my dreams does not like me. I feel very sad about the whole or	27	27	sad	sad
I had tickets to see Jay-Z and Beyonce at an outdoor venue. The big day came, and tropical storm hit	11	14	disappointed	excited
I guess i will be selected as a next team leader	19	8	hopeful	confident
One time I tricked my butler into thinking he had won millions of dollars in the lottery. He quit hi	18	11	guilty	disappointed
My friend Maria and I had plans for brunch. We were supposed to meet at 11, but she didn't even call	2	11	annoyed	disappointed
I was on a trip to a heavy metal festival in Las Vegas. While there, my girlfriend broke up with me,	23	30	lonely	terrified
I never believed my grandpa was a rockstar until he jumped onto the stage and bit the head off of a	20	20	impressed	impressed
hopeful: I know things will work out in God's perfect timing	19	19	hopeful	hopeful
My friend helped me to pack	17	31	grateful	trusting
i know how you feel, financial problems are rough.	32	32	agreeing	agreeing
There's a woman in town who has started delivering groceries to peoples' homes. As I'm disabled, I'm	17	7	grateful	caring
I took a job fixing a computer for a client who was leaving town. I had less than 24 hours to pull i	3	16	anticipating	furious
sentimental: playing old school games with my bro	28	28	sentimental	sentimental
I used to work as a hotel rep in Spain for a British travel company. One morning, I was greeting gue	29	15	surprised	faithful
im so sorry, pets are like children	36	36	sympathizing	sympathizing
I found my old paintball gun at my dads house a while ago. It brought back such fond memories, that	28	24	sentimental	nostalgic
I was needing to take my dogs out for a walk before leaving for work, but my neighbor was outside wi	2	2	annoyed	annoyed
Ex blames me for all things bad.	18	1	guilty	angry
When I saw my main chick texting other dudes	21	21	jealous	jealous
I have a watch of my grandfather's that my father gave me. He passed away, but when I look at the wa	28	28	sentimental	sentimental
Not too long ago, I lost a watch one of my closest friends gave me for my birthday years ago. I was	10	28	devastated	sentimental
i'm so sorry, no one should treat anyone they care about poorly.	36	36	sympathizing	sympathizing
I was devastated when I had to put my chihuahua to sleep not to long back. She had congestive heart	10	27	devastated	sad
I saw Lion King today with my daughter, reminded me of my childhood watching it with my mom.	24	24	nostalgic	nostalgic
ohhh sorry about that.	36	36	sympathizing	sympathizing
My parents keep taking my money	1	1	angry	angry
Everyone wanted to go skydiving. But I was pretty sure my chute wouldn't release and I would plunge	5	5	apprehensive	apprehensive
One day a back neighbor insulted my 10 year old son and made fun of him for his weight. She actually	16	16	furious	furious
So proud of my son! He finally learned how to use a spoon and a fork	26	26	proud	proud
My friend is so supportive	22	20	joyful	impressed
I am looking forward to moving into a easy place to take care of.	3	3	anticipating	anticipating
I jumped out of an airplane to sky dive yesterday. I still felt in control	8	30	confident	terrified
I was so furious when my coworker badmouthed me to my boss. He said that i was stealing the office s	1	1	angry	angry
My sister graduated from college after a long road of persistence and determination.	26	26	proud	proud
Last week when I heard about Toys r us closing it made me think of other memories from my childhood.	24	24	nostalgic	nostalgic
I just won an award for best yard in the neighborhood!	26	26	proud	proud
i have been trusting my girl friend a lot then anyone else	31	31	trusting	trusting
I got a job after a long period of unemployment.	22	26	joyful	proud
i know what that's like.	32	32	agreeing	agreeing
i know lots of bad dog parents.	32	40	agreeing	neutral
I got upset at my oldest son because he shows such lack of motivation. While gettting on him might	18	11	guilty	disappointed
sorry to hear about that	36	36	sympathizing	sympathizing
congratulations!	39	39	Wishing	Wishing
I had a tree limb fall on the roof of my house	4	30	anxious	terrified
I work from home, sometimes my daughter will bug me intentionally to get a rise out of me, it can be	2	2	annoyed	annoyed
I felt sad when I saw Alex Jones channel taken down	27	27	sad	sad
2	20	0	impressed	afraid
